major_area_code,completion_dttm,station_code,species_code,number_sampled_num,length_num,sex_code,maturity_stage_code
4,08JUL2008:14:38:00.000,178,9605,1,130,2,2
4,08JUL2008:14:38:00.000,178,9605,1,109,2,1
4,08JUL2008:14:38:00.000,178,9605,1,107,1,
4,08JUL2008:14:38:00.000,178,9605,1,151,1,
4,08JUL2008:14:38:00.000,178,9605,1,42,1,
4,08JUL2008:14:38:00.000,178,9605,1,36,1,
4,08JUL2008:14:38:00.000,178,9605,1,52,1,
4,08JUL2008:14:38:00.000,178,9605,1,22,2,1
4,08JUL2008:14:38:00.000,178,9605,1,42,2,1
4,08JUL2008:14:38:00.000,178,9605,1,21,2,1
4,08JUL2008:14:38:00.000,178,9605,1,35,2,1
3,09JUL2008:10:19:00.000,462,9605,1,91,1,
3,09JUL2008:10:19:00.000,462,9605,1,126,2,2
18,09JUL2008:10:39:00.000,549,9605,1,165,2,4
3,09JUL2008:11:02:00.000,419,9605,1,150,1,
3,09JUL2008:11:02:00.000,419,9605,1,118,2,2
18,09JUL2008:11:13:00.000,522,9605,1,45,,
20,09JUL2008:11:30:00.000,2046,9605,1,171,2,3
3,09JUL2008:11:44:00.000,414,9605,1,161,2,2
20,09JUL2008:13:43:00.000,2115,9605,1,140,2,8
18,09JUL2008:14:18:00.000,411,9605,1,172,2,2
3,10JUL2008:11:45:00.000,317,9605,1,151,2,2
9,14JUL2008:10:16:00.000,59,9605,1,31,,
6,14JUL2008:10:30:00.000,105,9605,1,82,2,1
6,14JUL2008:10:30:00.000,105,9605,1,132,1,
9,14JUL2008:12:34:00.000,95,9605,1,14,,
6,14JUL2008:13:06:00.000,191,9605,1,146,2,8
6,14JUL2008:13:38:00.000,221,9605,1,155,2,8
6,14JUL2008:13:38:00.000,221,9605,1,125,2,8
5,16JUL2008:08:17:00.000,241,9605,1,111,1,
5,16JUL2008:08:17:00.000,241,9605,1,76,2,1
5,16JUL2008:08:17:00.000,241,9605,1,137,2,3
5,16JUL2008:08:56:00.000,200,9605,1,133,2,4
5,16JUL2008:08:56:00.000,200,9605,1,134,2,4
2,16JUL2008:09:38:00.000,311,9605,1,158,2,2
4,16JUL2008:10:31:00.000,81,9605,1,130,2,2
4,16JUL2008:10:31:00.000,81,9605,1,52,2,1
5,16JUL2008:10:31:00.000,56,9605,1,21,,
5,16JUL2008:10:31:00.000,56,9605,1,42,,
5,16JUL2008:10:31:00.000,56,9605,1,41,,
5,16JUL2008:10:31:00.000,56,9605,1,26,,
5,16JUL2008:10:56:00.000,79,9605,1,120,2,1
7,16JUL2008:11:24:00.000,189,9605,1,160,1,
7,16JUL2008:11:24:00.000,189,9605,1,190,1,
4,16JUL2008:11:31:00.000,91,9605,1,124,2,2
19,16JUL2008:12:23:00.000,1430,9605,1,131,2,4
5,16JUL2008:13:11:00.000,150,9605,1,155,2,4
5,16JUL2008:14:57:00.000,220,9605,1,59,1,
5,16JUL2008:14:57:00.000,220,9605,1,76,2,4
19,16JUL2008:15:30:00.000,1529,9605,1,152,1,
20,17JUL2008:08:48:00.000,2109,9605,1,142,2,8
4,17JUL2008:11:05:00.000,260,9605,1,27,1,
4,17JUL2008:11:05:00.000,260,9605,1,42,1,
4,17JUL2008:12:30:00.000,284,9605,1,44,1,
2,18JUL2008:07:32:00.000,235,9605,1,70,2,1
2,18JUL2008:08:15:00.000,211,9605,1,170,1,
5,21JUL2008:14:21:00.000,50,9605,1,80,2,1
5,21JUL2008:14:21:00.000,50,9605,1,131,1,
5,21JUL2008:14:21:00.000,50,9605,1,75,2,1
5,21JUL2008:14:21:00.000,50,9605,1,87,1,
5,21JUL2008:14:21:00.000,50,9605,1,83,1,
5,21JUL2008:14:21:00.000,50,9605,1,66,2,1
6,21JUL2008:14:40:00.000,229,9605,1,88,1,
6,28JUL2008:10:42:00.000,36,9605,1,168,1,
6,28JUL2008:10:42:00.000,36,9605,1,72,1,
9,28JUL2008:11:56:00.000,60,9605,1,178,1,
9,28JUL2008:12:55:00.000,76,9605,1,21,2,1
9,28JUL2008:12:55:00.000,76,9605,1,31,1,
9,28JUL2008:12:55:00.000,76,9605,1,15,1,
9,28JUL2008:12:55:00.000,76,9605,1,12,2,1
18,28JUL2008:15:04:00.000,555,9605,1,63,2,1
3,29JUL2008:10:28:00.000,382,9605,1,16,,
8,29JUL2008:10:54:00.000,69,9605,1,51,1,
3,29JUL2008:11:30:00.000,323,9605,1,64,2,2
8,29JUL2008:12:44:00.000,10,9605,1,112,1,
3,30JUL2008:11:52:00.000,206,9605,1,99,1,
3,30JUL2008:11:52:00.000,206,9605,1,146,1,
3,30JUL2008:11:52:00.000,206,9605,1,144,1,
2,30JUL2008:11:59:00.000,641,9605,1,142,2,3
5,01AUG2008:07:42:00.000,240,9605,1,144,2,2
5,01AUG2008:07:42:00.000,240,9605,1,152,2,3
5,01AUG2008:07:42:00.000,240,9605,1,118,1,
5,01AUG2008:07:42:00.000,240,9605,1,142,1,
5,01AUG2008:07:42:00.000,240,9605,1,158,1,
5,01AUG2008:07:42:00.000,240,9605,1,143,2,2
5,01AUG2008:10:05:00.000,132,9605,1,58,2,1
5,01AUG2008:10:05:00.000,132,9605,1,59,2,1
5,01AUG2008:10:05:00.000,132,9605,1,65,1,
5,01AUG2008:10:05:00.000,132,9605,1,47,1,
5,01AUG2008:10:05:00.000,132,9605,1,36,1,
5,01AUG2008:10:05:00.000,132,9605,1,47,1,
5,01AUG2008:10:05:00.000,132,9605,1,43,1,
5,01AUG2008:10:05:00.000,132,9605,1,26,2,1
5,01AUG2008:10:05:00.000,132,9605,1,,,
5,01AUG2008:11:13:00.000,151,9605,1,72,2,1
5,01AUG2008:11:43:00.000,175,9605,1,102,2,1
5,01AUG2008:12:05:00.000,149,9605,1,75,2,1
5,01AUG2008:12:05:00.000,149,9605,1,71,2,1
5,01AUG2008:14:31:00.000,70,9605,1,47,1,
5,01AUG2008:14:31:00.000,70,9605,1,38,2,1
5,01AUG2008:14:56:00.000,31,9605,1,73,1,
5,01AUG2008:14:56:00.000,31,9605,1,87,2,1
5,01AUG2008:17:02:00.000,139,9605,1,142,1,
5,01AUG2008:17:02:00.000,139,9605,1,141,1,
5,01AUG2008:17:02:00.000,139,9605,1,52,1,
4,04AUG2008:09:35:00.000,40,9605,1,131,1,
4,04AUG2008:11:10:00.000,137,9605,1,138,1,
4,04AUG2008:11:10:00.000,137,9605,1,142,2,2
4,04AUG2008:13:57:00.000,180,9605,1,87,2,1
8,04AUG2008:14:55:00.000,348,9605,1,175,2,4
4,04AUG2008:15:17:00.000,183,9605,1,131,2,2
4,04AUG2008:15:17:00.000,183,9605,1,113,1,
4,04AUG2008:15:17:00.000,183,9605,1,134,2,2
4,05AUG2008:11:26:00.000,109,9605,1,46,2,1
4,05AUG2008:11:26:00.000,109,9605,1,104,2,2
1,06AUG2008:12:07:00.000,107,9605,1,179,1,
1,06AUG2008:13:53:00.000,50,9605,1,124,1,
1,06AUG2008:14:32:00.000,34,9605,1,141,1,
3,06AUG2008:15:36:00.000,178,9605,1,121,1,
3,06AUG2008:15:36:00.000,178,9605,1,63,1,
3,06AUG2008:15:36:00.000,178,9605,1,73,1,
3,06AUG2008:15:36:00.000,178,9605,1,40,1,
3,06AUG2008:15:36:00.000,178,9605,1,18,2,1
3,06AUG2008:15:36:00.000,178,9605,1,18,1,
3,06AUG2008:15:36:00.000,178,9605,1,15,1,
3,06AUG2008:15:36:00.000,178,9605,1,29,2,1
3,06AUG2008:15:36:00.000,178,9605,1,21,2,1
3,06AUG2008:15:36:00.000,178,9605,1,22,1,
3,06AUG2008:15:36:00.000,178,9605,1,30,2,1
3,06AUG2008:15:36:00.000,178,9605,1,15,2,1
3,06AUG2008:15:36:00.000,178,9605,1,20,1,
3,06AUG2008:15:36:00.000,178,9605,1,12,2,1
3,06AUG2008:15:36:00.000,178,9605,1,25,2,1
3,06AUG2008:15:36:00.000,178,9605,1,31,2,1
3,06AUG2008:15:36:00.000,178,9605,1,21,1,
3,06AUG2008:15:36:00.000,178,9605,1,24,1,
3,06AUG2008:15:36:00.000,178,9605,1,16,1,
3,06AUG2008:15:36:00.000,178,9605,1,10,1,
3,06AUG2008:15:36:00.000,178,9605,1,16,1,
3,06AUG2008:15:36:00.000,178,9605,1,16,2,1
3,06AUG2008:15:36:00.000,178,9605,1,20,2,1
3,06AUG2008:15:36:00.000,178,9605,1,15,1,
3,06AUG2008:15:36:00.000,178,9605,1,12,2,1
17,07AUG2008:07:45:00.000,58,9605,1,67,2,1
17,07AUG2008:07:45:00.000,58,9605,1,36,1,
3,07AUG2008:10:17:00.000,337,9605,1,78,1,
3,07AUG2008:10:55:00.000,368,9605,1,172,2,3
17,07AUG2008:14:05:00.000,207,9605,1,48,1,
17,07AUG2008:15:00:00.000,244,9605,1,137,2,2
3,11AUG2008:10:18:00.000,412,9605,1,45,,
3,11AUG2008:10:18:00.000,412,9605,1,142,1,
8,11AUG2008:11:01:00.000,66,9605,1,32,2,1
9,11AUG2008:11:48:00.000,59,9605,1,160,1,
9,11AUG2008:11:48:00.000,59,9605,1,168,2,2
3,11AUG2008:13:58:00.000,341,9605,1,159,2,2
7,12AUG2008:10:31:00.000,86,9605,1,107,1,
7,12AUG2008:10:31:00.000,86,9605,1,98,1,
7,12AUG2008:10:31:00.000,86,9605,1,101,1,
7,12AUG2008:10:31:00.000,86,9605,1,77,2,1
7,12AUG2008:10:31:00.000,86,9605,1,102,2,1
7,12AUG2008:10:31:00.000,86,9605,1,104,2,1
18,13AUG2008:10:44:00.000,427,9605,1,51,2,1
18,13AUG2008:15:25:00.000,483,9605,1,52,1,
18,13AUG2008:15:25:00.000,483,9605,1,138,2,3
17,18AUG2008:09:10:00.000,3730,9605,1,51,1,
5,18AUG2008:10:06:00.000,296,9605,1,82,1,
5,18AUG2008:10:06:00.000,296,9605,1,119,1,
5,18AUG2008:11:33:00.000,278,9605,1,79,1,
5,18AUG2008:11:53:00.000,265,9605,1,110,1,
1,18AUG2008:12:58:00.000,190,9605,1,181,1,
1,18AUG2008:12:58:00.000,190,9605,1,144,1,
1,18AUG2008:12:58:00.000,190,9605,1,155,1,
17,18AUG2008:12:59:00.000,3678,9605,1,56,2,1
4,20AUG2008:10:06:00.000,55,9605,1,94,2,1
4,20AUG2008:10:06:00.000,55,9605,1,43,2,1
4,20AUG2008:10:27:00.000,260,9605,1,61,2,1
21,21AUG2008:07:59:00.000,3209,9605,1,144,1,
21,21AUG2008:07:59:00.000,3209,9605,1,112,2,3
4,25AUG2008:10:25:00.000,276,9605,1,96,1,
5,25AUG2008:11:10:00.000,162,9605,1,105,2,1
5,25AUG2008:12:08:00.000,160,9605,1,168,1,
5,25AUG2008:12:08:00.000,160,9605,1,114,1,
5,25AUG2008:12:34:00.000,186,9605,1,97,1,
3,26AUG2008:11:56:00.000,318,9605,1,118,2,1
3,26AUG2008:11:56:00.000,318,9605,1,22,2,1
3,26AUG2008:12:35:00.000,320,9605,1,29,2,1
3,26AUG2008:12:35:00.000,320,9605,1,24,1,
3,26AUG2008:12:35:00.000,320,9605,1,42,2,1
3,26AUG2008:12:35:00.000,320,9605,1,19,1,
3,26AUG2008:12:35:00.000,320,9605,1,26,1,
3,26AUG2008:12:35:00.000,320,9605,1,24,2,1
1,27AUG2008:09:50:00.000,91,9605,1,168,2,2
6,27AUG2008:10:25:00.000,34,9605,1,157,1,
18,28AUG2008:13:28:00.000,574,9605,1,38,1,
18,28AUG2008:13:28:00.000,574,9605,1,40,2,1
18,28AUG2008:13:28:00.000,574,9605,1,46,1,
18,28AUG2008:13:28:00.000,574,9605,1,38,2,1
5,02SEP2008:10:17:00.000,314,9605,1,144,2,4
5,02SEP2008:11:04:00.000,287,9605,1,78,,
8,02SEP2008:12:37:00.000,68,9605,1,106,2,1
8,02SEP2008:12:37:00.000,68,9605,1,98,1,
8,02SEP2008:12:37:00.000,68,9605,1,105,2,1
8,02SEP2008:12:37:00.000,68,9605,1,100,2,1
8,02SEP2008:13:05:00.000,55,9605,1,131,1,
8,02SEP2008:13:37:00.000,42,9605,1,61,1,
4,02SEP2008:14:47:00.000,136,9605,1,169,1,
5,03SEP2008:07:48:00.000,173,9605,1,144,1,
5,03SEP2008:07:48:00.000,173,9605,1,121,2,2
5,03SEP2008:07:48:00.000,173,9605,1,110,2,2
2,03SEP2008:09:50:00.000,276,9605,1,144,2,3
3,03SEP2008:10:22:00.000,149,9605,1,23,,
5,03SEP2008:12:12:00.000,168,9605,1,76,1,
7,03SEP2008:13:21:00.000,72,9605,1,143,1,
7,03SEP2008:13:21:00.000,72,9605,1,,,
18,04SEP2008:10:21:00.000,506,9605,1,139,2,3
3,04SEP2008:13:39:00.000,181,9605,1,8,,
2,05SEP2008:10:38:00.000,125,9605,1,180,1,
2,05SEP2008:10:38:00.000,125,9605,1,122,2,2
2,05SEP2008:14:57:00.000,89,9605,1,162,1,
2,05SEP2008:14:57:00.000,89,9605,1,162,1,
1,09SEP2008:13:06:00.000,93,9605,1,98,2,1
5,17SEP2008:07:34:00.000,277,9605,1,161,2,3
5,17SEP2008:09:59:00.000,225,9605,1,32,1,
5,17SEP2008:10:57:00.000,102,9605,1,152,2,8
8,17SEP2008:11:33:00.000,37,9605,1,157,1,
8,17SEP2008:12:03:00.000,26,9605,1,86,1,
8,17SEP2008:12:03:00.000,26,9605,1,58,1,
5,17SEP2008:13:22:00.000,121,9605,1,152,1,
5,17SEP2008:14:56:00.000,67,9605,1,110,2,1
5,17SEP2008:14:56:00.000,67,9605,1,172,1,
7,18SEP2008:12:29:00.000,209,9605,1,41,1,
4,22SEP2008:10:10:00.000,109,9605,1,51,2,1
4,22SEP2008:13:11:00.000,54,9605,1,131,2,2
4,22SEP2008:13:11:00.000,54,9605,1,118,2,1
4,22SEP2008:13:11:00.000,54,9605,1,105,2,1
4,22SEP2008:13:11:00.000,54,9605,1,89,2,1
4,22SEP2008:13:11:00.000,54,9605,1,62,1,
1,25SEP2008:13:14:00.000,82,9605,1,39,1,
1,25SEP2008:15:50:00.000,33,9605,1,187,1,
1,25SEP2008:15:50:00.000,33,9605,1,169,1,
1,25SEP2008:15:50:00.000,33,9605,1,113,2,1
18,29SEP2008:14:36:00.000,580,9605,1,84,2,1
2,30SEP2008:15:23:00.000,141,9605,1,184,2,
7,02OCT2008:12:32:00.000,160,9605,1,48,,
7,02OCT2008:13:08:00.000,147,9605,1,60,2,1
2,05OCT2008:15:17:00.000,481,9605,1,178,1,
4,06OCT2008:09:53:00.000,37,9605,1,162,1,
4,06OCT2008:09:53:00.000,37,9605,1,111,2,1
4,06OCT2008:13:21:00.000,41,9605,1,183,1,
4,06OCT2008:13:21:00.000,41,9605,1,159,1,
4,06OCT2008:13:21:00.000,41,9605,1,89,2,1
4,06OCT2008:13:21:00.000,41,9605,1,133,1,
3,07OCT2008:12:59:00.000,63,9605,1,101,2,1
3,07OCT2008:12:59:00.000,63,9605,1,140,2,2
2,07OCT2008:14:32:00.000,132,9605,1,55,1,
1,08OCT2008:12:35:00.000,71,9605,1,27,2,1
1,08OCT2008:12:35:00.000,71,9605,1,29,1,
1,08OCT2008:13:13:00.000,81,9605,1,42,2,1
1,08OCT2008:14:06:00.000,79,9605,1,52,,
1,08OCT2008:14:06:00.000,79,9605,1,31,1,
1,08OCT2008:14:06:00.000,79,9605,1,40,1,
1,08OCT2008:14:06:00.000,79,9605,1,27,1,
5,08OCT2008:14:46:00.000,278,9605,1,142,2,8
5,08OCT2008:14:46:00.000,278,9605,1,129,1,
21,09OCT2008:09:10:00.000,3103,9605,1,68,2,3
21,09OCT2008:09:10:00.000,3103,9605,1,65,2,2
21,09OCT2008:09:49:00.000,3075,9605,1,75,,
21,09OCT2008:09:49:00.000,3075,9605,1,79,,
21,09OCT2008:09:49:00.000,3075,9605,1,72,,
21,09OCT2008:09:49:00.000,3075,9605,1,83,,
21,09OCT2008:09:49:00.000,3075,9605,1,74,,
21,09OCT2008:10:15:00.000,3063,9605,1,68,2,2
21,09OCT2008:11:31:00.000,3058,9605,1,69,,
21,09OCT2008:12:17:00.000,3106,9605,1,69,2,2
5,13OCT2008:09:39:00.000,69,9605,1,137,,
8,13OCT2008:17:03:00.000,99,9605,1,101,1,
5,16OCT2008:14:28:00.000,267,9605,1,155,2,8
5,16OCT2008:15:39:00.000,250,9605,1,138,1,
5,20OCT2008:17:35:00.000,102,9605,1,52,1,
1,21OCT2008:10:07:00.000,78,9605,1,178,2,2
1,21OCT2008:10:07:00.000,78,9605,1,179,2,2
1,21OCT2008:10:37:00.000,87,9605,1,172,1,
1,21OCT2008:12:49:00.000,114,9605,1,37,2,1
1,21OCT2008:12:49:00.000,114,9605,1,42,2,1
1,21OCT2008:15:10:00.000,117,9605,1,31,1,
5,24OCT2008:12:03:00.000,213,9605,1,147,1,
1,24OCT2008:13:02:00.000,189,9605,1,38,2,1
1,24OCT2008:13:02:00.000,189,9605,1,186,2,2
1,24OCT2008:13:02:00.000,189,9605,1,154,2,2
1,24OCT2008:13:02:00.000,189,9605,1,166,2,2
1,24OCT2008:13:02:00.000,189,9605,1,178,2,2
1,24OCT2008:13:02:00.000,189,9605,1,143,2,2
1,24OCT2008:13:02:00.000,189,9605,1,176,2,2
1,24OCT2008:13:02:00.000,189,9605,1,142,1,
1,24OCT2008:13:02:00.000,189,9605,1,158,2,2
1,24OCT2008:13:02:00.000,189,9605,1,181,2,2
1,24OCT2008:13:02:00.000,189,9605,1,146,2,2
1,24OCT2008:13:02:00.000,189,9605,1,123,1,
1,24OCT2008:13:02:00.000,189,9605,1,170,2,2
1,24OCT2008:13:02:00.000,189,9605,1,167,2,2
1,24OCT2008:13:02:00.000,189,9605,1,198,2,2
1,24OCT2008:13:02:00.000,189,9605,1,159,2,2
9,28OCT2008:12:27:00.000,65,9605,1,27,,
9,28OCT2008:14:34:00.000,59,9605,1,137,1,
8,29OCT2008:11:33:00.000,286,9605,1,137,1,
3,29OCT2008:13:14:00.000,248,9605,1,161,1,
3,29OCT2008:13:14:00.000,248,9605,1,54,1,
5,03NOV2008:09:18:00.000,162,9605,1,124,1,
5,03NOV2008:09:18:00.000,162,9605,1,162,1,
5,03NOV2008:09:52:00.000,188,9605,1,171,2,8
5,03NOV2008:09:52:00.000,188,9605,1,28,2,1
4,03NOV2008:12:48:00.000,51,9605,1,103,2,1
4,03NOV2008:12:48:00.000,51,9605,1,73,2,1
6,03NOV2008:15:50:00.000,22,9605,1,106,2,1
6,03NOV2008:15:50:00.000,22,9605,1,168,2,8
6,03NOV2008:16:21:00.000,31,9605,1,55,2,
9,04NOV2008:12:38:00.000,64,9605,1,172,2,2
2,05NOV2008:10:32:00.000,82,9605,1,178,2,2
2,05NOV2008:12:59:00.000,142,9605,1,151,2,2
3,06NOV2008:12:22:00.000,416,9605,1,48,1,
5,06NOV2008:12:28:00.000,220,9605,1,146,1,
5,06NOV2008:13:19:00.000,289,9605,1,45,2,8
5,06NOV2008:13:19:00.000,289,9605,1,74,1,
5,06NOV2008:14:49:00.000,314,9605,1,71,2,8
5,06NOV2008:15:18:00.000,324,9605,1,156,1,
5,06NOV2008:15:18:00.000,324,9605,1,152,2,8
3,06NOV2008:15:22:00.000,220,9605,1,146,2,2
3,06NOV2008:15:22:00.000,220,9605,1,168,1,
3,06NOV2008:15:48:00.000,221,9605,1,32,2,1
7,07NOV2008:11:20:00.000,77,9605,1,51,1,
7,07NOV2008:11:20:00.000,77,9605,1,27,2,1
7,07NOV2008:11:20:00.000,77,9605,1,35,2,1
7,07NOV2008:11:20:00.000,77,9605,1,57,1,
7,07NOV2008:11:20:00.000,77,9605,1,72,2,1
7,07NOV2008:11:20:00.000,77,9605,1,27,1,
7,07NOV2008:11:20:00.000,77,9605,1,25,1,
7,07NOV2008:11:20:00.000,77,9605,1,17,1,
7,07NOV2008:11:20:00.000,77,9605,1,16,1,
7,07NOV2008:13:24:00.000,93,9605,1,13,1,
7,07NOV2008:14:08:00.000,100,9605,1,25,1,
8,10NOV2008:10:22:00.000,87,9605,1,169,2,1
8,10NOV2008:10:22:00.000,87,9605,1,172,2,1
8,10NOV2008:10:22:00.000,87,9605,1,156,2,1
1,11NOV2008:13:06:00.000,120,9605,1,21,2,1
1,11NOV2008:13:06:00.000,120,9605,1,26,2,1
1,11NOV2008:13:06:00.000,120,9605,1,24,1,
1,12NOV2008:12:00:00.000,57,9605,1,28,2,1
1,12NOV2008:12:00:00.000,57,9605,1,158,2,2
1,12NOV2008:14:52:00.000,105,9605,1,30,2,1
1,12NOV2008:14:52:00.000,105,9605,1,24,1,
2,14NOV2008:09:44:00.000,626,9605,1,181,1,
2,14NOV2008:09:44:00.000,626,9605,1,114,2,1
5,16NOV2008:10:48:00.000,77,9605,1,103,1,
5,16NOV2008:11:15:00.000,79,9605,1,31,2,2
5,16NOV2008:15:04:00.000,67,9605,1,166,1,
5,16NOV2008:16:08:00.000,89,9605,1,173,1,
5,16NOV2008:16:08:00.000,89,9605,1,17,1,
4,17NOV2008:10:38:00.000,136,9605,1,99,2,1
4,17NOV2008:12:29:00.000,91,9605,1,152,1,
9,17NOV2008:14:20:00.000,71,9605,1,190,2,2
9,17NOV2008:14:20:00.000,71,9605,1,163,2,2
9,17NOV2008:15:56:00.000,75,9605,1,162,2,2
5,17NOV2008:16:11:00.000,98,9605,1,68,2,1
5,17NOV2008:16:11:00.000,98,9605,1,31,1,
5,17NOV2008:16:11:00.000,98,9605,1,17,1,
5,17NOV2008:16:11:00.000,98,9605,1,14,1,
6,18NOV2008:10:42:00.000,59,9605,1,51,,
6,18NOV2008:13:54:00.000,156,9605,1,156,2,8
8,18NOV2008:15:50:00.000,66,9605,1,110,1,
8,18NOV2008:15:50:00.000,66,9605,1,112,1,
8,18NOV2008:15:50:00.000,66,9605,1,156,1,
8,18NOV2008:15:50:00.000,66,9605,1,156,2,1
3,19NOV2008:11:48:00.000,92,9605,1,181,1,
3,20NOV2008:10:50:00.000,206,9605,1,171,2,2
8,24NOV2008:12:03:00.000,32,9605,1,31,1,
2,25NOV2008:10:22:00.000,574,9605,1,153,2,3
1,25NOV2008:10:43:00.000,177,9605,1,174,1,
1,25NOV2008:10:43:00.000,177,9605,1,173,2,2
1,25NOV2008:12:16:00.000,178,9605,1,168,,
1,25NOV2008:12:16:00.000,178,9605,1,147,,
8,01DEC2008:12:49:00.000,301,9605,1,174,1,
4,01DEC2008:13:29:00.000,179,9605,1,13,1,
8,01DEC2008:13:40:00.000,293,9605,1,117,1,
8,01DEC2008:13:40:00.000,293,9605,1,127,1,
8,01DEC2008:13:40:00.000,293,9605,1,131,2,2
8,01DEC2008:13:40:00.000,293,9605,1,126,2,2
8,01DEC2008:13:40:00.000,293,9605,1,120,2,1
4,02DEC2008:10:39:00.000,157,9605,1,19,1,
3,02DEC2008:11:21:00.000,226,9605,1,153,2,2
3,03DEC2008:13:02:00.000,92,9605,1,152,2,2
3,03DEC2008:14:20:00.000,268,9605,1,142,1,
5,04DEC2008:12:47:00.000,223,9605,1,32,2,1
5,04DEC2008:12:47:00.000,223,9605,1,31,1,
5,04DEC2008:13:23:00.000,254,9605,1,22,1,
5,04DEC2008:13:23:00.000,254,9605,1,28,2,1
5,04DEC2008:13:54:00.000,239,9605,1,21,1,
5,04DEC2008:13:54:00.000,239,9605,1,144,2,8
5,04DEC2008:13:54:00.000,239,9605,1,61,1,
5,04DEC2008:13:54:00.000,239,9605,1,117,2,2
5,04DEC2008:14:16:00.000,252,9605,1,118,2,2
5,04DEC2008:14:16:00.000,252,9605,1,47,1,
1,05DEC2008:11:59:00.000,89,9605,1,23,2,1
1,05DEC2008:12:40:00.000,104,9605,1,44,1,
1,05DEC2008:12:40:00.000,104,9605,1,27,2,1
1,05DEC2008:12:40:00.000,104,9605,1,21,2,1
1,05DEC2008:13:19:00.000,105,9605,1,34,2,1
1,05DEC2008:13:19:00.000,105,9605,1,26,2,1
1,05DEC2008:13:19:00.000,105,9605,1,30,1,
1,05DEC2008:13:19:00.000,105,9605,1,23,2,1
1,05DEC2008:13:19:00.000,105,9605,1,16,2,1
1,05DEC2008:13:19:00.000,105,9605,1,11,1,
9,05DEC2008:13:34:00.000,63,9605,1,31,1,
9,05DEC2008:13:34:00.000,63,9605,1,25,1,
9,05DEC2008:13:34:00.000,63,9605,1,16,2,1
9,05DEC2008:13:34:00.000,63,9605,1,18,1,
9,05DEC2008:14:07:00.000,75,9605,1,46,1,
9,05DEC2008:14:07:00.000,75,9605,1,32,2,1
9,05DEC2008:14:07:00.000,75,9605,1,21,1,
1,05DEC2008:14:08:00.000,106,9605,1,19,1,
1,05DEC2008:14:08:00.000,106,9605,1,23,2,1
1,05DEC2008:14:08:00.000,106,9605,1,18,2,1
9,05DEC2008:14:47:00.000,65,9605,1,38,1,
9,05DEC2008:14:47:00.000,65,9605,1,26,1,
9,05DEC2008:14:47:00.000,65,9605,1,16,1,
9,05DEC2008:14:47:00.000,65,9605,1,20,1,
3,09DEC2008:10:53:00.000,408,9605,1,18,2,1
3,09DEC2008:12:52:00.000,207,9605,1,178,2,2
3,09DEC2008:12:52:00.000,207,9605,1,21,1,
6,09DEC2008:13:03:00.000,150,9605,1,29,,
6,09DEC2008:13:03:00.000,150,9605,1,31,,
5,11DEC2008:11:25:00.000,138,9605,1,30,2,1
5,11DEC2008:11:25:00.000,138,9605,1,185,1,
5,11DEC2008:11:55:00.000,163,9605,1,56,1,
5,11DEC2008:11:55:00.000,163,9605,1,165,1,
5,11DEC2008:14:10:00.000,191,9605,1,52,1,
5,11DEC2008:14:10:00.000,191,9605,1,179,1,
5,11DEC2008:14:10:00.000,191,9605,1,21,2,1
6,16DEC2008:10:26:00.000,196,9605,1,62,,
3,16DEC2008:10:28:00.000,83,9605,1,41,1,
3,16DEC2008:10:28:00.000,83,9605,1,31,2,1
8,16DEC2008:10:28:00.000,334,9605,1,109,1,
8,16DEC2008:10:36:00.000,68,9605,1,127,2,2
3,16DEC2008:11:07:00.000,84,9605,1,31,2,1
8,16DEC2008:11:11:00.000,44,9605,1,12,1,
3,16DEC2008:13:58:00.000,300,9605,1,156,2,2
4,17DEC2008:09:59:00.000,35,9605,1,123,2,2
3,17DEC2008:13:09:00.000,448,9605,1,30,2,1
5,17DEC2008:13:16:00.000,123,9605,1,115,1,
5,17DEC2008:13:16:00.000,123,9605,1,91,1,
17,17DEC2008:13:50:00.000,175,9605,1,47,1,
17,17DEC2008:16:03:00.000,59,9605,1,26,2,1
17,17DEC2008:16:03:00.000,59,9605,1,42,1,
17,17DEC2008:16:03:00.000,59,9605,1,19,2,1
17,17DEC2008:16:03:00.000,59,9605,1,21,2,1
17,17DEC2008:16:03:00.000,59,9605,1,20,2,1
7,18DEC2008:11:45:00.000,95,9605,1,25,1,
7,18DEC2008:12:29:00.000,102,9605,1,25,1,
1,18DEC2008:14:16:00.000,169,9605,1,16,2,1
1,18DEC2008:14:16:00.000,169,9605,1,12,2,1
1,18DEC2008:14:16:00.000,169,9605,1,21,2,1
1,18DEC2008:14:16:00.000,169,9605,1,18,2,1
1,18DEC2008:14:16:00.000,169,9605,1,151,1,
1,18DEC2008:14:16:00.000,169,9605,1,162,2,2
1,18DEC2008:14:16:00.000,169,9605,1,146,2,2
1,18DEC2008:14:16:00.000,169,9605,1,170,2,2
1,18DEC2008:14:16:00.000,169,9605,1,164,2,2
1,18DEC2008:14:16:00.000,169,9605,1,126,1,
1,18DEC2008:14:16:00.000,169,9605,1,184,2,2
1,18DEC2008:14:16:00.000,169,9605,1,159,1,
1,18DEC2008:14:16:00.000,169,9605,1,164,2,2
1,18DEC2008:14:16:00.000,169,9605,1,207,1,
1,18DEC2008:14:16:00.000,169,9605,1,163,2,2
1,18DEC2008:14:16:00.000,169,9605,1,174,2,2
