major_area_code,minor_bay_code,station_code,completion_dttm,start_temperature_num,start_salinity_num,start_dissolved_oxygen_num,start_turbidity_num,start_shallow_water_depth_num,start_deep_water_depth_num,y,x,elapsed_time,catch,mean_length,catch_per_hour,species_code
2,180,393,16FEB2007:11:35:00.000,8.6,8.8,14.3,90,2.0,2.0,29.474166667,-94.90944444,0.167000,0,,0,9605
2,180,485,20FEB2007:11:32:00.000,13.7,26.9,8.7,10,4.2,4.2,29.391388889,-94.79138889,0.167000,0,,0,9605
2,330,82,21FEB2007:12:29:00.000,11.8,3.5,8.0,33,2.5,2.5,29.6925,-94.74194444,0.167000,0,,0,9605
2,330,102,21FEB2007:11:59:00.000,12.5,2.3,9.1,24,2.3,2.3,29.675555556,-94.70694444,0.167000,0,,0,9605
2,330,118,21FEB2007:10:38:00.000,12.3,7.3,11.4,17,3.0,3.0,29.658611111,-94.77416667,0.167000,2,33,11.976047904,9605
2,330,119,21FEB2007:11:15:00.000,12.1,6.7,10.5,20,3.0,3.0,29.658611111,-94.75777778,0.167000,0,,0,9605
2,330,179,21FEB2007:09:54:00.000,11.8,8.7,10.8,85,2.8,2.8,29.608333333,-94.79222222,0.167000,0,,0,9605
2,150,354,22FEB2007:16:16:00.000,15.9,9.2,12.2,13,2.3,2.3,29.508333333,-94.675,0.167000,1,,5.9880239521,9605
2,150,356,22FEB2007:16:44:00.000,16.4,6.3,11.9,28,2.0,2.0,29.508611111,-94.64111111,0.167000,1,30,5.9880239521,9605
2,150,358,22FEB2007:13:37:00.000,15.6,9.0,7.9,159,1.8,1.8,29.508333333,-94.6075,0.167000,0,,0,9605
2,180,211,06FEB2007:12:01:00.000,11.2,9.7,8.7,19,3.3,3.3,29.574722222,-94.95833333,0.167000,0,,0,9605
2,180,540,08FEB2007:10:30:00.000,15.1,15.1,11.4,11,1.7,1.7,29.308333333,-94.89166667,0.167000,0,,0,9605
2,350,598,13MAR2007:13:45:00.000,20.2,14.6,7.5,15,1.3,1.3,29.225,-95.025,0.167000,0,,0,9605
2,110,710,20MAR2007:12:24:00.000,21.3,10.0,6.8,29,0.9,0.9,29.057777778,-95.175,0.167000,0,,0,9605
2,330,201,28MAR2007:13:47:00.000,23.4,4.5,8.2,48,2.6,2.6,29.592222222,-94.77472222,0.167000,0,,0,9605
2,330,222,28MAR2007:13:17:00.000,23.4,4.4,8.3,40,2.6,2.6,29.575,-94.77472222,0.167000,0,,0,9605
2,150,256,28MAR2007:11:36:00.000,23.4,7.9,7.3,51,1.1,1.1,29.558055556,-94.575,0.167000,0,,0,9605
2,180,271,28MAR2007:08:39:00.000,22.6,13.4,7.4,17,3.3,3.3,29.541111111,-94.9575,0.167000,0,,0,9605
2,180,313,28MAR2007:10:21:00.000,23.2,6.8,7.4,43,3.2,3.2,29.525277778,-94.825,0.167000,4,50.75,23.952095808,9605
2,150,320,28MAR2007:09:54:00.000,22.9,8.8,6.9,68,1.7,1.7,29.525,-94.70805556,0.167000,0,,0,9605
2,150,290,28MAR2007:11:04:00.000,23.3,8.3,7.0,18,1.6,1.6,29.540833333,-94.62527778,0.167000,0,,0,9605
2,180,308,28MAR2007:09:19:00.000,22.8,8.3,7.6,20,3.0,3.0,29.525277778,-94.90805556,0.167000,0,,0,9605
2,150,406,28MAR2007:14:30:00.000,24.2,10.9,7.1,9,1.8,1.8,29.475555556,-94.69166667,0.167000,0,,0,9605
2,180,440,12MAR2007:14:33:00.000,18.7,18.7,7.7,13,3.5,3.5,29.441666667,-94.825,0.167000,0,,0,9605
2,180,476,12MAR2007:13:15:00.000,18.7,20.0,7.8,31,2.9,2.9,29.412222222,-94.76444444,0.167000,0,,0,9605
2,180,485,12MAR2007:11:51:00.000,18.4,22.5,7.7,11,4.4,4.4,29.391666667,-94.79166667,0.167000,0,,0,9605
2,180,515,13MAR2007:10:45:00.000,18.8,19.3,7.0,41,2.3,2.3,29.343611111,-94.84111111,0.167000,0,,0,9605
2,330,112,07MAR2007:16:03:00.000,18.1,9.7,10.0,4,2.1,2.1,29.6575,-94.87444444,0.167000,0,,0,9605
2,180,127,06MAR2007:10:24:00.000,15.1,16.8,8.7,113,2.7,2.7,29.641944444,-94.97472222,0.167000,0,,0,9605
2,111,233,06MAR2007:14:07:00.000,16.2,11.8,8.5,27,1.9,1.9,29.558333333,-95.04166667,0.167000,0,,0,9605
2,180,270,06MAR2007:12:43:00.000,15.7,14.0,9.5,87,3.1,3.1,29.541666667,-94.97527778,0.167000,0,,0,9605
2,330,113,07MAR2007:15:28:00.000,17.8,10.9,9.6,5,2.1,2.1,29.658055556,-94.85861111,0.167000,1,40,5.9880239521,9605
2,180,148,05APR2007:09:52:00.000,21.4,5.5,6.2,23,3.1,3.1,29.625,-94.975,0.167000,1,160,5.9880239521,9605
2,180,461,17APR2007:11:43:00.000,19.1,20.4,10.7,47,1.8,1.8,29.425277778,-94.77583333,0.167000,0,,0,9605
2,330,31,19APR2007:15:05:00.000,20.8,0.1,8.1,19,2.2,2.2,29.741388889,-94.74083333,0.167000,0,,0,9605
2,330,131,19APR2007:10:02:00.000,18.9,2.5,9.2,72,2.8,2.8,29.641388889,-94.90805556,0.167000,0,,0,9605
2,180,194,19APR2007:11:04:00.000,19.1,6.7,8.2,25,3.2,3.2,29.590833333,-94.89083333,0.167000,0,,0,9605
2,180,416,26APR2007:13:16:00.000,22.5,10.0,9.9,15,2.1,2.1,29.458333333,-94.90888889,0.167000,0,,0,9605
2,53,731,05APR2007:10:58:00.000,20.0,1.2,6.3,55,2.2,2.2,29.7675,-95.05694444,0.167000,0,,0,9605
2,150,379,11APR2007:14:30:00.000,18.6,7.6,11.2,15,2.8,2.8,29.491666667,-94.70833333,0.167000,0,,0,9605
2,180,423,11APR2007:11:04:00.000,17.7,7.0,9.3,8,2.8,2.8,29.458611111,-94.79166667,0.167000,0,,0,9605
2,180,425,11APR2007:11:31:00.000,18.0,7.9,9.2,33,2.6,2.6,29.458055556,-94.75638889,0.167000,0,,0,9605
2,180,240,12APR2007:15:20:00.000,19.2,9.7,8.5,39,3.3,3.3,29.5575,-94.92583333,0.167000,0,,0,9605
2,180,279,12APR2007:13:59:00.000,19.2,6.7,9.7,90,2.7,2.7,29.541666667,-94.82527778,0.167000,0,,0,9605
2,180,304,12APR2007:15:58:00.000,19.7,8.1,10.4,48,3.0,3.0,29.525555556,-94.97472222,0.167000,2,65.5,11.976047904,9605
2,180,543,17APR2007:13:01:00.000,19.1,20.3,10.7,30,2.5,2.5,29.308055556,-94.84138889,0.167000,0,,0,9605
2,330,101,19APR2007:15:39:00.000,19.0,0.2,8.2,72,2.7,2.7,29.675277778,-94.725,0.167000,1,36,5.9880239521,9605
2,330,135,19APR2007:12:20:00.000,18.9,3.2,8.6,20,3.3,3.3,29.641944444,-94.84138889,0.167000,0,,0,9605
2,141,391,26APR2007:08:59:00.000,22.7,9.7,7.0,15,1.2,1.2,29.474444444,-94.94111111,0.167000,0,,0,9605
2,180,437,26APR2007:12:22:00.000,22.7,9.7,7.7,15,1.7,1.7,29.441944444,-94.87527778,0.167000,0,,0,9605
2,150,406,11APR2007:13:41:00.000,18.5,9.4,10.3,41,2.2,2.2,29.475555556,-94.69166667,0.167000,0,,0,9605
2,150,380,11APR2007:14:05:00.000,18.7,8.0,11.2,12,1.0,1.0,29.491944444,-94.69166667,0.167000,0,,0,9605
2,330,39,10MAY2007:13:49:00.000,27.3,0.7,10.6,40,,,29.727777778,-94.82527778,0.167000,0,,0,9605
2,330,121,10MAY2007:12:51:00.000,26.1,1.3,7.4,82,2.1,2.1,29.658888889,-94.72527778,0.167000,0,,0,9605
2,330,160,10MAY2007:12:23:00.000,25.7,0.8,6.8,63,2.6,2.6,29.625555556,-94.77472222,0.167000,0,,0,9605
2,180,194,29MAY2007:11:32:00.000,24.9,6.7,6.4,22,4.0,4.0,29.591666667,-94.89166667,0.167000,0,,0,9605
2,180,238,29MAY2007:10:37:00.000,24.9,8.8,6.1,28,4.2,4.2,29.558333333,-94.95833333,0.167000,1,42,5.9880239521,9605
2,180,348,30MAY2007:11:06:00.000,25.8,11.6,6.4,31,2.7,2.7,29.508888889,-94.77444444,0.167000,1,111,5.9880239521,9605
2,180,481,01MAY2007:16:10:00.000,25.0,18.0,8.5,5,2.6,2.6,29.392777778,-94.85916667,0.167000,0,,0,9605
2,180,435,09MAY2007:13:05:00.000,26.7,14.7,6.1,19,1.2,1.2,29.443333333,-94.90888889,0.167000,0,,0,9605
2,180,514,09MAY2007:09:36:00.000,26.3,16.7,5.9,13,3.1,3.1,29.341666667,-94.85805556,0.167000,0,,0,9605
2,350,574,09MAY2007:12:46:00.000,27.0,15.1,7.6,10,0.7,0.7,29.258333333,-94.99166667,0.167000,0,,0,9605
2,350,616,09MAY2007:13:26:00.000,27.0,16.9,6.7,11,2.0,2.0,29.208333333,-95.025,0.167000,0,,0,9605
2,330,59,10MAY2007:13:25:00.000,26.1,0.2,8.3,43,2.4,2.4,29.708888889,-94.79222222,0.167000,0,,0,9605
2,330,156,10MAY2007:11:51:00.000,25.9,3.4,7.8,35,2.7,2.7,29.622222222,-94.84027778,0.167000,0,,0,9605
2,180,152,29MAY2007:11:57:00.000,25.3,5.6,6.9,40,3.6,3.6,29.625,-94.90833333,0.167000,0,,0,9605
2,180,217,29MAY2007:13:01:00.000,25.1,3.8,7.6,45,3.6,3.6,29.575,-94.85805556,0.167000,0,,0,9605
2,180,280,29MAY2007:13:34:00.000,24.9,4.6,6.7,23,2.5,2.5,29.541666667,-94.80805556,0.167000,1,38,5.9880239521,9605
2,180,442,30MAY2007:09:56:00.000,25.8,14.4,5.7,50,3.4,3.4,29.441666667,-94.79138889,0.167000,0,,0,9605
2,180,461,30MAY2007:08:49:00.000,25.7,16.4,5.7,34,3.2,3.2,29.425,-94.775,0.167000,0,,0,9605
2,180,445,30MAY2007:13:13:00.000,26.6,14.3,7.6,12,2.9,2.9,29.441666667,-94.74166667,0.167000,0,,0,9605
2,150,322,31MAY2007:13:08:00.000,26.1,13.1,7.2,75,2.4,2.4,29.525,-94.67416667,0.167000,0,,0,9605
2,350,643,06JUN2007:14:04:00.000,28.6,17.0,6.5,14,2.2,2.2,29.175,-95.05888889,0.167000,0,,0,9605
2,180,268,12JUN2007:09:32:00.000,30.9,8.7,5.5,17,2.8,2.8,29.541111111,-95.00833333,0.167000,1,45,5.9880239521,9605
2,330,154,14JUN2007:13:33:00.000,30.6,8.4,7.7,16,3.5,3.5,29.624722222,-94.87555556,0.167000,1,42,5.9880239521,9605
2,150,378,18JUN2007:13:39:00.000,28.3,16.3,7.2,65,3.1,3.1,29.493055556,-94.725,0.167000,0,,0,9605
2,150,427,18JUN2007:14:57:00.000,28.7,17.5,6.8,85,2.9,2.9,29.459444444,-94.72555556,0.167000,0,,0,9605
2,180,190,12JUN2007:12:14:00.000,30.0,11.1,5.2,20,3.5,3.5,29.591666667,-94.95861111,0.167000,1,141,5.9880239521,9605
2,180,239,12JUN2007:11:25:00.000,30.0,9.9,7.1,75,3.5,3.5,29.559722222,-94.94166667,0.167000,1,64,5.9880239521,9605
2,150,294,18JUN2007:11:21:00.000,27.1,16.0,6.8,40,1.9,1.9,29.543333333,-94.55722222,0.167000,2,13.5,11.976047904,9605
2,330,18,21JUN2007:09:56:00.000,27.5,0.2,5.7,15,2.2,2.2,29.758611111,-94.75722222,0.167000,0,,0,9605
2,330,96,21JUN2007:09:25:00.000,28.9,1.6,7.1,70,2.9,2.9,29.674444444,-94.80833333,0.167000,0,,0,9605
2,330,180,28JUN2007:12:24:00.000,28.5,0.7,6.8,150,3.8,3.8,29.607777778,-94.77555556,0.167000,1,41,5.9880239521,9605
2,330,223,28JUN2007:11:24:00.000,28.5,0.7,7.7,80,2.7,2.7,29.575,-94.75888889,0.167000,2,96.5,11.976047904,9605
2,150,319,28JUN2007:09:16:00.000,28.5,9.6,6.4,70,2.0,2.0,29.524722222,-94.72527778,0.167000,0,,0,9605
2,330,62,21JUN2007:10:23:00.000,28.3,0.2,6.6,40,2.6,2.6,29.708055556,-94.74138889,0.167000,1,71,5.9880239521,9605
2,350,659,28JUN2007:12:50:00.000,29.0,25.4,6.6,14,2.3,2.3,29.141666667,-95.14166667,0.167000,0,,0,9605
2,180,308,05JUN2007:10:37:00.000,27.6,7.6,6.7,33,2.9,2.9,29.524166667,-94.90888889,0.167000,3,103.33333333,17.964071856,9605
2,180,371,05JUN2007:11:54:00.000,28.3,7.8,6.6,40,3.6,3.6,29.491666667,-94.84166667,0.167000,0,,0,9605
2,180,417,05JUN2007:12:44:00.000,28.2,9.1,6.5,15,2.7,2.7,29.457222222,-94.89166667,0.167000,3,99.666666667,17.964071856,9605
2,142,453,05JUN2007:13:37:00.000,29.4,11.7,6.9,30,1.3,1.3,29.425,-94.90833333,0.167000,0,,0,9605
2,350,632,06JUN2007:13:34:00.000,28.8,17.2,6.4,35,1.5,1.5,29.191666667,-95.025,0.167000,0,,0,9605
2,350,563,11JUL2007:10:51:00.000,30.1,16.3,5.1,18,2.9,2.9,29.275277778,-94.94194444,0.167000,0,,0,9605
2,180,172,10JUL2007:15:37:00.000,29.3,0.3,7.0,160,3.3,3.3,29.608333333,-94.90833333,0.167000,1,64,5.9880239521,9605
2,330,179,10JUL2007:13:06:00.000,29.1,0.4,6.7,160,3.3,3.3,29.608333333,-94.79166667,0.167000,2,64,11.976047904,9605
2,330,221,10JUL2007:14:16:00.000,29.4,0.5,6.9,200,2.6,2.6,29.575,-94.79166667,0.167000,1,50,5.9880239521,9605
2,150,350,10JUL2007:12:02:00.000,29.0,4.1,5.5,45,2.5,2.5,29.508611111,-94.74222222,0.167000,0,,0,9605
2,180,425,10JUL2007:11:29:00.000,29.2,8.2,4.8,45,2.6,2.6,29.458611111,-94.75805556,0.167000,0,,0,9605
2,180,474,10JUL2007:10:07:00.000,28.6,21.3,5.8,23,3.3,3.3,29.408611111,-94.79111111,0.167000,0,,0,9605
2,180,502,11JUL2007:11:47:00.000,30.0,16.3,6.5,15,2.7,2.7,29.358333333,-94.84166667,0.167000,1,106,5.9880239521,9605
2,180,240,17JUL2007:11:08:00.000,28.6,8.8,8.1,11,3.7,3.7,29.558333333,-94.925,0.167000,0,,0,9605
2,180,268,17JUL2007:08:56:00.000,28.8,10.1,1.3,20,2.5,2.5,29.541666667,-95.00888889,0.167000,0,,0,9605
2,180,303,17JUL2007:09:27:00.000,28.2,8.9,4.2,13,2.7,2.7,29.525277778,-94.99194444,0.167000,0,,0,9605
2,180,277,24JUL2007:14:18:00.000,29.1,5.9,5.4,25,3.4,3.4,29.541666667,-94.85833333,0.167000,2,137.5,11.976047904,9605
2,180,310,24JUL2007:13:41:00.000,29.4,4.6,5.6,15,3.6,3.6,29.525,-94.87444444,0.167000,0,,0,9605
2,150,327,24JUL2007:12:42:00.000,29.4,4.3,5.6,24,1.7,1.7,29.525277778,-94.59166667,0.167000,1,161,5.9880239521,9605
2,180,370,24JUL2007:10:28:00.000,28.9,6.3,5.3,18,3.3,3.3,29.491666667,-94.85833333,0.167000,0,,0,9605
2,180,375,24JUL2007:11:17:00.000,28.2,5.1,5.6,110,2.4,2.4,29.491666667,-94.775,0.167000,0,,0,9605
2,350,654,25JUL2007:09:27:00.000,29.0,16.8,5.3,18,2.4,2.4,29.158333333,-95.05833333,0.167000,1,120,5.9880239521,9605
2,110,716,25JUL2007:11:08:00.000,28.8,18.9,5.9,45,1.3,1.3,29.041666667,-95.20805556,0.167000,1,143,5.9880239521,9605
2,330,17,10JUL2007:11:04:00.000,28.5,0.1,6.7,55,2.1,2.1,29.758333333,-94.775,0.167000,1,125,5.9880239521,9605
2,330,160,10JUL2007:12:20:00.000,28.9,0.2,7.4,60,3.4,3.4,29.625,-94.775,0.167000,5,116,29.94011976,9605
2,180,171,07SEP2007:10:24:00.000,28.8,10.3,6.0,25,3.2,3.2,29.607777778,-94.92472222,0.167000,2,94.5,11.976047904,9605
2,180,239,07SEP2007:11:00:00.000,29.3,11.0,6.0,80,3.6,3.6,29.558055556,-94.94166667,0.167000,0,,0,9605
2,180,375,07SEP2007:12:08:00.000,29.5,9.7,7.6,17,2.4,2.4,29.491666667,-94.775,0.167000,0,,0,9605
2,180,461,07SEP2007:13:34:00.000,30.2,17.5,6.8,11,2.9,2.9,29.425277778,-94.77333333,0.167000,0,,0,9605
2,180,490,07SEP2007:14:35:00.000,31.5,19.9,6.3,95,0.9,0.9,29.38,-94.85277778,0.167000,0,,0,9605
2,330,94,20SEP2007:10:27:00.000,27.8,6.2,7.1,11,3.1,3.1,29.674166667,-94.84166667,0.167000,0,,0,9605
2,330,138,20SEP2007:12:20:00.000,28.2,6.2,7.4,17,3.4,3.4,29.641666667,-94.79194444,0.167000,0,,0,9605
2,180,340,05SEP2007:12:01:00.000,29.0,10.4,5.9,34,3.1,3.1,29.508611111,-94.90833333,0.167000,1,140,5.9880239521,9605
2,180,237,07SEP2007:09:38:00.000,28.7,10.3,6.1,14,3.8,3.8,29.558055556,-94.975,0.167000,2,59,11.976047904,9605
2,180,269,07SEP2007:09:15:00.000,29.0,10.3,5.5,30,3.3,3.3,29.541388889,-94.99138889,0.167000,0,,0,9605
2,180,443,07SEP2007:13:12:00.000,30.0,15.7,6.5,21,2.9,2.9,29.441666667,-94.775,0.167000,0,,0,9605
2,180,480,07SEP2007:14:07:00.000,31.4,16.4,6.9,12,1.3,1.3,29.391666667,-94.875,0.167000,0,,0,9605
2,330,61,20SEP2007:11:47:00.000,28.2,2.7,7.3,17,2.8,2.8,29.707777778,-94.75777778,0.167000,51,133,305.38922156,9605
2,330,96,20SEP2007:11:11:00.000,27.8,6.1,7.5,24,3.2,3.2,29.673888889,-94.80805556,0.167000,0,,0,9605
2,64,733,24SEP2007:14:01:00.000,29.2,10.2,4.1,17,2.4,2.4,29.755833333,-95.05944444,0.167000,2,147.5,11.976047904,9605
2,180,369,25SEP2007:09:59:00.000,29.0,16.4,5.8,7,3.0,3.0,29.490833333,-94.87611111,0.167000,0,,0,9605
2,180,418,25SEP2007:12:46:00.000,29.3,14.2,6.9,22,3.1,3.1,29.456944444,-94.87611111,0.167000,0,,0,9605
2,180,438,25SEP2007:12:10:00.000,29.3,16.5,6.6,18,3.5,3.5,29.441111111,-94.85944444,0.167000,0,,0,9605
2,350,587,27SEP2007:11:30:00.000,28.8,15.7,5.6,16,2.2,2.2,29.241666667,-94.99222222,0.167000,0,,0,9605
2,350,616,27SEP2007:11:55:00.000,28.6,16.5,6.1,9,2.1,2.1,29.207777778,-95.025,0.167000,0,,0,9605
2,180,460,19AUG2007:09:29:00.000,29.3,18.0,4.9,11,3.4,3.4,29.425,-94.79166667,0.167000,0,,0,9605
2,330,140,02AUG2007:10:09:00.000,29.5,0.2,5.6,14,2.9,2.9,29.642222222,-94.75805556,0.167000,2,60.5,11.976047904,9605
2,330,179,02AUG2007:09:38:00.000,29.3,0.2,5.4,22,3.0,3.0,29.608055556,-94.79111111,0.167000,1,154,5.9880239521,9605
2,180,344,06AUG2007:09:41:00.000,30.1,6.8,5.1,0,2.6,2.6,29.508333333,-94.84166667,0.167000,0,,0,9605
2,180,371,06AUG2007:10:15:00.000,30.1,8.3,4.4,1,4.1,4.1,29.491111111,-94.84194444,0.167000,0,,0,9605
2,180,106,07AUG2007:09:56:00.000,29.9,6.4,5.6,1,3.1,3.1,29.659444444,-94.97527778,0.167000,0,,0,9605
2,180,238,07AUG2007:13:39:00.000,31.2,7.5,4.3,6,3.7,3.7,29.558055556,-94.95777778,0.167000,2,76,11.976047904,9605
2,180,305,07AUG2007:12:49:00.000,30.7,9.2,2.4,36,3.4,3.4,29.524444444,-94.95805556,0.167000,1,153,5.9880239521,9605
2,150,384,09AUG2007:09:54:00.000,31.3,4.7,5.1,37,1.9,1.9,29.491666667,-94.625,0.167000,1,160,5.9880239521,9605
2,350,661,09AUG2007:11:56:00.000,30.3,26.7,4.6,16,2.4,2.4,29.141666667,-95.10833333,0.167000,0,,0,9605
2,150,327,10AUG2007:10:58:00.000,31.1,4.6,4.9,25,1.6,1.6,29.525,-94.59166667,0.167000,0,,0,9605
2,180,425,19AUG2007:11:12:00.000,29.2,9.9,6.1,17,2.5,2.5,29.458888889,-94.75833333,0.167000,0,,0,9605
2,180,484,19AUG2007:08:57:00.000,29.5,21.0,4.8,11,5.7,5.7,29.391666667,-94.80833333,0.167000,1,128,5.9880239521,9605
2,330,41,18AUG2007:14:57:00.000,30.1,1.2,6.9,19,2.5,2.5,29.725,-94.79194444,0.167000,2,79.5,11.976047904,9605
2,330,56,18AUG2007:11:47:00.000,30.4,1.4,7.2,18,2.4,2.4,29.708888889,-94.8425,0.167000,0,,0,9605
2,330,77,18AUG2007:11:14:00.000,30.2,3.0,7.2,12,2.8,2.8,29.691666667,-94.82527778,0.167000,1,26,5.9880239521,9605
2,330,97,18AUG2007:10:15:00.000,29.9,5.2,6.9,7,3.3,3.3,29.674166667,-94.79277778,0.167000,0,,0,9605
2,350,663,18AUG2007:11:35:00.000,29.7,18.8,5.3,30,2.5,2.5,29.141666667,-95.075,0.167000,5,115,29.94011976,9605
2,330,40,18AUG2007:14:28:00.000,30.5,1.0,6.9,20,2.5,2.5,29.725277778,-94.80833333,0.167000,4,123.75,23.952095808,9605
2,180,444,19AUG2007:11:47:00.000,29.3,10.9,6.2,20,2.7,2.7,29.441388889,-94.75833333,0.167000,0,,0,9605
2,180,125,08NOV2007:09:15:00.000,19.7,15.3,10.3,10,2.8,2.8,29.641666667,-95.00833333,0.167000,0,,0,9605
2,180,173,08NOV2007:14:43:00.000,19.7,14.2,10.6,40,3.0,3.0,29.608333333,-94.89166667,0.167000,0,,0,9605
2,180,217,08NOV2007:15:07:00.000,19.7,12.2,10.5,36,2.9,2.9,29.575,-94.85833333,0.167000,0,,0,9605
2,180,473,08NOV2007:10:30:00.000,20.0,21.2,5.3,33,4.1,4.1,29.408333333,-94.80833333,0.167000,0,,0,9605
2,350,601,13NOV2007:12:29:00.000,23.8,23.5,7.3,65,1.2,1.2,29.224444444,-94.97555556,0.167000,0,,0,9605
2,330,113,19NOV2007:11:05:00.000,19.3,15.1,9.5,160,3.0,3.0,29.658333333,-94.85833333,0.167000,0,,0,9605
2,330,159,19NOV2007:13:01:00.000,20.9,14.9,6.6,60,3.1,3.1,29.625,-94.79166667,0.167000,0,,0,9605
2,180,152,08NOV2007:14:23:00.000,19.5,11.7,10.8,240,2.9,2.9,29.625,-94.90833333,0.167000,0,,0,9605
2,180,214,08NOV2007:15:30:00.000,20.2,15.2,10.5,32,2.3,2.3,29.575833333,-94.90777778,0.167000,0,,0,9605
2,142,453,08NOV2007:12:00:00.000,19.0,19.6,4.6,20,1.4,1.4,29.425,-94.90833333,0.167000,1,145,5.9880239521,9605
2,350,588,13NOV2007:12:05:00.000,23.4,23.3,6.7,15,2.1,2.1,29.243055556,-94.975,0.167000,0,,0,9605
2,180,493,14NOV2007:15:00:00.000,22.8,17.8,8.0,55,4.6,4.6,29.375,-94.8125,0.167000,0,,0,9605
2,330,118,19NOV2007:12:37:00.000,19.5,13.0,6.7,15,3.1,3.1,29.658333333,-94.775,0.167000,0,,0,9605
2,100,638,26NOV2007:10:50:00.000,11.6,12.5,11.5,14,1.2,1.2,29.175277778,-95.14166667,0.167000,0,,0,9605
2,150,323,27NOV2007:12:55:00.000,12.2,11.9,7.6,31,1.7,1.7,29.525,-94.65833333,0.167000,0,,0,9605
2,180,306,28NOV2007:10:41:00.000,13.0,16.4,9.5,34,2.8,2.9,29.524722222,-94.94194444,0.167000,0,,0,9605
2,180,308,28NOV2007:11:11:00.000,13.8,21.1,7.3,19,2.8,2.9,29.525,-94.90805556,0.167000,0,,0,9605
2,180,395,28NOV2007:14:03:00.000,14.3,21.5,6.2,14,2.4,2.8,29.474444444,-94.87555556,0.167000,0,,0,9605
2,180,418,28NOV2007:13:34:00.000,13.9,21.0,6.1,20,2.6,2.6,29.457222222,-94.87638889,0.167000,0,,0,9605
2,180,420,28NOV2007:13:09:00.000,14.5,21.8,6.2,21,2.2,2.9,29.455277778,-94.84138889,0.167000,0,,0,9605
2,330,77,06DEC2007:13:57:00.000,15.0,12.0,9.6,19,2.4,2.4,29.691666667,-94.82444444,0.167000,0,,0,9605
2,180,402,05DEC2007:11:26:00.000,14.6,16.5,10.5,50,2.2,2.2,29.475,-94.75833333,0.167000,0,,0,9605
2,180,422,05DEC2007:10:12:00.000,15.0,21.1,7.9,25,2.7,2.7,29.458333333,-94.80833333,0.167000,0,,0,9605
2,180,446,05DEC2007:15:23:00.000,16.1,19.2,13.9,370,2.2,2.2,29.441666667,-94.725,0.167000,1,48,5.9880239521,9605
2,330,17,06DEC2007:14:32:00.000,15.8,7.2,8.9,19,1.7,1.7,29.758333333,-94.775,0.167000,0,,0,9605
2,330,76,06DEC2007:13:34:00.000,15.1,12.6,9.9,18,2.2,2.2,29.691388889,-94.84138889,0.167000,0,,0,9605
2,330,81,06DEC2007:11:37:00.000,14.9,11.9,11.0,23,2.4,2.4,29.691944444,-94.75777778,0.167000,0,,0,9605
2,330,180,06DEC2007:12:16:00.000,14.9,13.9,9.9,27,2.4,2.4,29.608055556,-94.77583333,0.167000,0,,0,9605
2,180,106,17DEC2007:10:26:00.000,15.1,20.0,8.0,28,2.7,2.7,29.656388889,-94.97833333,0.167000,0,,0,9605
2,180,126,17DEC2007:09:56:00.000,14.5,18.8,8.7,13,3.0,3.0,29.641666667,-94.99166667,0.167000,0,,0,9605
2,180,277,17DEC2007:12:33:00.000,13.8,21.0,6.9,23,3.2,3.2,29.542222222,-94.85777778,0.167000,0,,0,9605
2,180,503,18DEC2007:10:31:00.000,16.6,28.6,8.1,13,2.2,2.3,29.359444444,-94.82583333,0.167000,0,,0,9605
2,150,291,19DEC2007:13:54:00.000,14.5,15.9,8.0,17,1.6,1.6,29.541944444,-94.60861111,0.167000,2,170,11.976047904,9605
2,150,325,19DEC2007:12:43:00.000,14.0,16.5,8.5,12,2.0,2.0,29.525555556,-94.62444444,0.167000,0,,0,9605
2,180,127,17DEC2007:10:52:00.000,14.7,19.1,7.7,80,2.6,2.6,29.641666667,-94.975,0.167000,0,,0,9605
2,330,203,18DEC2007:11:41:00.000,12.4,13.6,9.5,22,2.2,2.2,29.592222222,-94.74138889,0.167000,0,,0,9605
2,350,574,18DEC2007:13:19:00.000,13.9,23.8,9.1,6,1.5,1.5,29.255555556,-94.99166667,0.167000,0,,0,9605
2,150,319,19DEC2007:11:26:00.000,13.6,15.7,8.7,11,1.6,1.6,29.525,-94.72527778,0.167000,0,,0,9605
2,150,351,05DEC2007:13:15:00.000,14.7,16.1,9.8,45,2.2,2.2,29.508333333,-94.725,0.167000,0,,0,9605
2,150,377,05DEC2007:12:45:00.000,14.8,16.7,10.3,160,2.2,2.2,29.491666667,-94.74166667,0.167000,0,,0,9605
2,330,161,04JAN2008:11:16:00.000,8.6,17.5,10.4,39,2.5,2.5,29.625,-94.75888889,0.167000,0,,0,9605
2,330,180,04JAN2008:12:23:00.000,8.9,17.1,10.5,50,2.7,2.7,29.608888889,-94.77583333,0.167000,0,,0,9605
2,330,201,04JAN2008:12:52:00.000,8.8,14.9,10.8,45,2.6,2.6,29.591111111,-94.77527778,0.167000,0,,0,9605
2,330,203,04JAN2008:13:35:00.000,9.4,15.1,10.9,16,1.7,1.7,29.593333333,-94.74222222,0.167000,0,,0,9605
2,180,458,08JAN2008:10:01:00.000,14.1,24.9,8.8,29,3.5,3.5,29.425,-94.825,0.167000,0,,0,9605
2,180,471,08JAN2008:09:35:00.000,14.4,25.5,8.5,19,3.5,3.5,29.408333333,-94.84166667,0.167000,0,,0,9605
2,180,542,09JAN2008:11:53:00.000,15.6,27.2,7.9,13,1.5,1.5,29.308611111,-94.85777778,0.167000,0,,0,9605
