major_area_code,minor_bay_code,station_code,completion_dttm,start_temperature_num,start_salinity_num,start_dissolved_oxygen_num,start_turbidity_num,start_shallow_water_depth_num,start_deep_water_depth_num,y,x,elapsed_time,catch,mean_length,catch_per_hour,species_code,dt,year,trawl_id,mature_females,ovigerous,matfem_per_ha
"3","360","370",06NOV2008:12:54:00.000,"23.4","28.1","7.4","10","4.1","4.1","28.541666667","-96.40833333","0.167","0",NA,"0","9605",2008-11-06T12:54:00Z,"2008",3-370-2008-11-06,"0","0","0"
"3","360","480",06NOV2008:11:05:00.000,"24.7","27.8","7","13","3.5","3.5","28.441388889","-96.375","0.167","0",NA,"0","9605",2008-11-06T11:05:00Z,"2008",3-480-2008-11-06,"0","0","0"
"3","360","443",17DEC2008:10:58:00.000,"14","30.3","8","17","3.9","3.9","28.491666667","-96.35833333","0.167","0",NA,"0","9605",2008-12-17T10:58:00Z,"2008",3-443-2008-12-17,"0","0","0"
"3","360","461",17DEC2008:11:30:00.000,"14.7","30.4","7.8","39","3.4","3.4","28.474722222","-96.375","0.167","0",NA,"0","9605",2008-12-17T11:30:00Z,"2008",3-461-2008-12-17,"0","0","0"
"3","360","396",17DEC2008:10:34:00.000,"12.5","29.3","9.5","36","4.2","4.2","28.525","-96.39166667","0.167","0",NA,"0","9605",2008-12-17T10:34:00Z,"2008",3-396-2008-12-17,"0","0","0"
"3","360","448",17DEC2008:13:09:00.000,"11.7","28","8.6","71","3.8","3.8","28.491666667","-96.275","0.167","1","30","5.9880239521","9605",2008-12-17T13:09:00Z,"2008",3-448-2008-12-17,"0","0","0"
"3","360","488",17DEC2008:10:24:00.000,"17.4","28.7","7","22","1.5","1.5","28.424722222","-96.35805556","0.167","0",NA,"0","9605",2008-12-17T10:24:00Z,"2008",3-488-2008-12-17,"0","0","0"
"3","360","372",21JAN2009:11:39:00.000,"14.1","29.4","7.9","39","3.8","3.8","28.542222222","-96.37416667","0.167","0",NA,"0","9605",2009-01-21T11:39:00Z,"2009",3-372-2009-01-21,"0","0","0"
"3","360","370",21JAN2009:12:10:00.000,"14","29.1","8.6","17","3.6","3.6","28.541388889","-96.40777778","0.167","0",NA,"0","9605",2009-01-21T12:10:00Z,"2009",3-370-2009-01-21,"0","0","0"
"3","360","444",21JAN2009:13:47:00.000,"15.4","30","8.1","34","4","4","28.491944444","-96.34138889","0.167","0",NA,"0","9605",2009-01-21T13:47:00Z,"2009",3-444-2009-01-21,"0","0","0"
"3","360","401",21JAN2009:14:26:00.000,"14.7","28","8.5","17","3.7","3.7","28.525277778","-96.30805556","0.167","0",NA,"0","9605",2009-01-21T14:26:00Z,"2009",3-401-2009-01-21,"0","0","0"
"3","360","403",21JAN2009:14:55:00.000,"14.2","27.8","8.4","15","3.6","3.6","28.525555556","-96.275","0.167","0",NA,"0","9605",2009-01-21T14:55:00Z,"2009",3-403-2009-01-21,"0","0","0"
"3","360","349",07JAN2009:11:07:00.000,"14","27.1","9","3","2.1","2.1","28.558333333","-96.24166667","0.167","0",NA,"0","9605",2009-01-07T11:07:00Z,"2009",3-349-2009-01-07,"0","0","0"
"3","360","420",03FEB2009:12:21:00.000,"15.3","29.6","8.3","7","4","4","28.508333333","-96.375","0.167","0",NA,"0","9605",2009-02-03T12:21:00Z,"2009",3-420-2009-02-03,"0","0","0"
"3","360","341",03FEB2009:11:24:00.000,"15","29.5","8.2","6","4","4","28.558888889","-96.37527778","0.167","0",NA,"0","9605",2009-02-03T11:24:00Z,"2009",3-341-2009-02-03,"0","0","0"
"3","360","449",03FEB2009:13:00:00.000,"15","28.6","8.3","6","3.9","3.9","28.491666667","-96.25833333","0.167","0",NA,"0","9605",2009-02-03T13:00:00Z,"2009",3-449-2009-02-03,"0","0","0"
"3","360","343",11MAR2009:09:58:00.000,"22.6","30.8","6.9","26","4","4","28.558888889","-96.34222222","0.167","0",NA,"0","9605",2009-03-11T09:58:00Z,"2009",3-343-2009-03-11,"0","0","0"
"3","360","422",11MAR2009:10:28:00.000,"22.1","30.3","7.1","12","4","4","28.508055556","-96.34194444","0.167","0",NA,"0","9605",2009-03-11T10:28:00Z,"2009",3-422-2009-03-11,"0","0","0"
"3","360","443",11MAR2009:11:09:00.000,"22.1","29.8","7.4","18","4","4","28.491666667","-96.35833333","0.167","1","180","5.9880239521","9605",2009-03-11T11:09:00Z,"2009",3-443-2009-03-11,"1","1","2.045090147573705"
"3","360","438",09MAR2009:10:25:00.000,"21.7","30","7.3","15","3","3","28.491666667","-96.44222222","0.167","0",NA,"0","9605",2009-03-09T10:25:00Z,"2009",3-438-2009-03-09,"0","0","0"
"3","360","348",16MAR2009:11:27:00.000,"15.2","30","8","105","2.7","2.7","28.558333333","-96.25833333","0.167","0",NA,"0","9605",2009-03-16T11:27:00Z,"2009",3-348-2009-03-16,"0","0","0"
"3","360","471",13APR2009:17:36:00.000,"22.1","33.6","6.1","6","3.7","3.7","28.456944444","-96.39","0.167","0",NA,"0","9605",2009-04-13T17:36:00Z,"2009",3-471-2009-04-13,"0","0","0"
"3","360","344",07APR2009:11:04:00.000,"17.6","30.8","5.9","16","3.4","3.4","28.558333333","-96.32527778","0.167","1","166","5.9880239521","9605",2009-04-07T11:04:00Z,"2009",3-344-2009-04-07,"1","1","2.045090147573705"
"3","360","367",21APR2009:11:59:00.000,"22.1","32.2","6","33","2.4","3.4","28.541944444","-96.45805556","0.167","0",NA,"0","9605",2009-04-21T11:59:00Z,"2009",3-367-2009-04-21,"0","0","0"
"3","360","403",07APR2009:12:40:00.000,"17.1","31","5.9","10","3.1","3.1","28.525","-96.275","0.167","0",NA,"0","9605",2009-04-07T12:40:00Z,"2009",3-403-2009-04-07,"0","0","0"
"3","360","439",21APR2009:12:38:00.000,"22.4","32.4","6.4","15","3.4","3.4","28.491666667","-96.42472222","0.167","0",NA,"0","9605",2009-04-21T12:38:00Z,"2009",3-439-2009-04-21,"0","0","0"
"3","360","337",18MAY2009:17:40:00.000,"26.5","29.4","5.5","26","3.7","3.7","28.558333333","-96.44166667","0.167","0",NA,"0","9605",2009-05-18T17:40:00Z,"2009",3-337-2009-05-18,"0","0","0"
"3","360","393",18MAY2009:18:19:00.000,"26.8","29.1","5.7","23","3.7","3.7","28.524722222","-96.44166667","0.167","0",NA,"0","9605",2009-05-18T18:19:00Z,"2009",3-393-2009-05-18,"0","0","0"
"3","360","446",26MAY2009:15:50:00.000,"28.1","25.3","5.4","2","4.1","4.1","28.491666667","-96.30861111","0.167","0",NA,"0","9605",2009-05-26T15:50:00Z,"2009",3-446-2009-05-26,"0","0","0"
"3","360","342",04MAY2009:16:55:00.000,"26.9","27.9","6.5","36","4.2","4.2","28.558333333","-96.35833333","0.167","0",NA,"0","9605",2009-05-04T16:55:00Z,"2009",3-342-2009-05-04,"0","0","0"
"3","360","421",04MAY2009:16:00:00.000,"27.1","28","6.4","8","4.3","4.3","28.508333333","-96.35833333","0.167","1","185","5.9880239521","9605",2009-05-04T16:00:00Z,"2009",3-421-2009-05-04,"0","0","0"
"3","360","344",04MAY2009:15:23:00.000,"27.3","28.8","6.8","8","4.2","4.2","28.558055556","-96.325","0.167","1","36","5.9880239521","9605",2009-05-04T15:23:00Z,"2009",3-344-2009-05-04,"0","0","0"
"3","360","397",04MAY2009:16:25:00.000,"27.2","28.5","6.8","8","4.5","4.5","28.525","-96.37472222","0.167","0",NA,"0","9605",2009-05-04T16:25:00Z,"2009",3-397-2009-05-04,"0","0","0"
"3","360","399",08JUN2009:15:45:00.000,"29.1","27.1","7.7","7","4.4","4.4","28.525277778","-96.34166667","0.167","0",NA,"0","9605",2009-06-08T15:45:00Z,"2009",3-399-2009-06-08,"0","0","0"
"3","360","448",08JUN2009:17:31:00.000,"29.2","26.7","7.5","3","4.5","4.5","28.491388889","-96.27555556","0.167","0",NA,"0","9605",2009-06-08T17:31:00Z,"2009",3-448-2009-06-08,"0","0","0"
"3","360","475",08JUN2009:18:08:00.000,"29.4","26.9","7.1","5","3.5","3.5","28.4575","-96.32555556","0.167","0",NA,"0","9605",2009-06-08T18:08:00Z,"2009",3-475-2009-06-08,"0","0","0"
"3","360","459",08JUN2009:18:38:00.000,"29.1","26.7","7.2","5","4","4","28.475","-96.40833333","0.167","0",NA,"0","9605",2009-06-08T18:38:00Z,"2009",3-459-2009-06-08,"0","0","0"
"3","360","338",22JUN2009:16:12:00.000,"31.3","29.5","6.4","7","4.1","4.1","28.559166667","-96.42555556","0.167","0",NA,"0","9605",2009-06-22T16:12:00Z,"2009",3-338-2009-06-22,"0","0","0"
"3","360","339",22JUL2009:13:04:00.000,"32","33.7","5.8","11","4.2","4.2","28.557777778","-96.40888889","0.167","0",NA,"0","9605",2009-07-22T13:04:00Z,"2009",3-339-2009-07-22,"0","0","0"
"3","360","368",22JUL2009:13:41:00.000,"31.5","33.8","6.1","12","4.1","4.1","28.541666667","-96.44194444","0.167","4","81","23.952095808","9605",2009-07-22T13:41:00Z,"2009",3-368-2009-07-22,"0","0","0"
"3","360","423",01JUL2009:11:20:00.000,"30.9","31.2","5.3","13","4","4","28.508888889","-96.32583333","0.167","0",NA,"0","9605",2009-07-01T11:20:00Z,"2009",3-423-2009-07-01,"0","0","0"
"3","360","480",01JUL2009:11:54:00.000,"27.6","33.4","5.8","11","3.5","3.5","28.441666667","-96.375","0.167","0",NA,"0","9605",2009-07-01T11:54:00Z,"2009",3-480-2009-07-01,"0","0","0"
"3","360","419",09JUL2009:08:00:00.000,"30.1","32.1","5.2","11","4.3","4.3","28.508333333","-96.39166667","0.167","1","40","5.9880239521","9605",2009-07-09T08:00:00Z,"2009",3-419-2009-07-09,"0","0","0"
"3","360","373",09JUL2009:08:32:00.000,"30.5","31.5","5.5","9","4.4","4.4","28.541944444","-96.35833333","0.167","0",NA,"0","9605",2009-07-09T08:32:00Z,"2009",3-373-2009-07-09,"0","0","0"
"3","360","347",09JUL2009:09:06:00.000,"30.4","28.6","5.4","34","3.3","3.3","28.558611111","-96.275","0.167","0",NA,"0","9605",2009-07-09T09:06:00Z,"2009",3-347-2009-07-09,"0","0","0"
"3","360","371",04AUG2009:11:33:00.000,"30.6","34","5.8","5","4.4","4.4","28.541666667","-96.39166667","0.167","0",NA,"0","9605",2009-08-04T11:33:00Z,"2009",3-371-2009-08-04,"0","0","0"
"3","360","461",04AUG2009:11:01:00.000,"29","33.6","5.7","11","3.7","3.7","28.475","-96.375","0.167","1","110","5.9880239521","9605",2009-08-04T11:01:00Z,"2009",3-461-2009-08-04,"1","0","2.045090147573705"
"3","360","403",25AUG2009:09:06:00.000,"31.5","35","7","46","3.6","3.6","28.525","-96.27444444","0.167","0",NA,"0","9605",2009-08-25T09:06:00Z,"2009",3-403-2009-08-25,"0","0","0"
"3","360","341",04AUG2009:12:00:00.000,"31","33.1","6.2","8","4.2","4.2","28.558333333","-96.375","0.167","0",NA,"0","9605",2009-08-04T12:00:00Z,"2009",3-341-2009-08-04,"0","0","0"
"3","360","443",04AUG2009:10:34:00.000,"29.1","33.6","5.6","8","4.4","4.4","28.491666667","-96.35833333","0.167","0",NA,"0","9605",2009-08-04T10:34:00Z,"2009",3-443-2009-08-04,"0","0","0"
"3","360","448",25AUG2009:09:36:00.000,"31.8","35.2","6.7","18","4","4","28.491388889","-96.275","0.167","1","47","5.9880239521","9605",2009-08-25T09:36:00Z,"2009",3-448-2009-08-25,"0","0","0"
"3","360","337",18AUG2009:14:52:00.000,"32.6","35.2","7.8","34","3.5","3.5","28.558333333","-96.44166667","0.167","0",NA,"0","9605",2009-08-18T14:52:00Z,"2009",3-337-2009-08-18,"0","0","0"
"3","360","390",18AUG2009:14:06:00.000,"32.5","34.9","7.4","37","2.9","2.9","28.525","-96.49166667","0.167","0",NA,"0","9605",2009-08-18T14:06:00Z,"2009",3-390-2009-08-18,"0","0","0"
"3","360","402",14SEP2009:17:25:00.000,"29.2","31.7","6.4","15","4.2","4.2","28.525","-96.29194444","0.167","3","36.666666667","17.964071856","9605",2009-09-14T17:25:00Z,"2009",3-402-2009-09-14,"0","0","0"
"3","360","403",14SEP2009:16:55:00.000,"29.3","31.9","6.3","22","4.2","4.2","28.525277778","-96.27527778","0.167","2","58","11.976047904","9605",2009-09-14T16:55:00Z,"2009",3-403-2009-09-14,"0","0","0"
"3","360","405",14SEP2009:16:26:00.000,"29.2","30.3","6.6","13","4.4","4.4","28.525555556","-96.24166667","0.167","2","47.5","11.976047904","9605",2009-09-14T16:26:00Z,"2009",3-405-2009-09-14,"0","0","0"
"3","360","428",14SEP2009:16:00:00.000,"29.7","32.1","6.7","6","3.6","3.6","28.508611111","-96.24166667","0.167","0",NA,"0","9605",2009-09-14T16:00:00Z,"2009",3-428-2009-09-14,"0","0","0"
"3","360","417",15SEP2009:11:06:00.000,"28.5","29.3","6","4","3.7","3.7","28.508611111","-96.42555556","0.167","0",NA,"0","9605",2009-09-15T11:06:00Z,"2009",3-417-2009-09-15,"0","0","0"
"3","360","347",28SEP2009:11:33:00.000,"27.9","33.3","10.1","4","3.5","3.5","28.557777778","-96.27472222","0.167","0",NA,"0","9605",2009-09-28T11:33:00Z,"2009",3-347-2009-09-28,"0","0","0"
"3","360","346",28SEP2009:11:06:00.000,"28.1","33.7","10","4","4.1","4.1","28.558611111","-96.29166667","0.167","0",NA,"0","9605",2009-09-28T11:06:00Z,"2009",3-346-2009-09-28,"0","0","0"
"3","360","338",29SEP2009:18:16:00.000,"28.7","33","10.5","7","3.6","3.6","28.558333333","-96.425","0.167","0",NA,"0","9605",2009-09-29T18:16:00Z,"2009",3-338-2009-09-29,"0","0","0"
"3","360","394",13OCT2009:15:56:00.000,"26.3","31.2","9.5","7","4.3","4.3","28.525555556","-96.42472222","0.167","1","65","5.9880239521","9605",2009-10-13T15:56:00Z,"2009",3-394-2009-10-13,"0","0","0"
"3","360","459",13OCT2009:16:27:00.000,"28.4","30.5","10.2","9","3.8","3.8","28.474722222","-96.40833333","0.167","0",NA,"0","9605",2009-10-13T16:27:00Z,"2009",3-459-2009-10-13,"0","0","0"
"3","360","340",19OCT2009:16:35:00.000,"23.9","27.7","7.4","8","4.2","4.2","28.558611111","-96.3925","0.167","0",NA,"0","9605",2009-10-19T16:35:00Z,"2009",3-340-2009-10-19,"0","0","0"
"3","360","371",19OCT2009:16:11:00.000,"23.8","28.4","7.5","9","4.3","4.3","28.541388889","-96.39111111","0.167","0",NA,"0","9605",2009-10-19T16:11:00Z,"2009",3-371-2009-10-19,"0","0","0"
"3","360","475",20OCT2009:16:48:00.000,"24.4","27.6","7.8","51","3.7","3.7","28.458333333","-96.32527778","0.167","0",NA,"0","9605",2009-10-20T16:48:00Z,"2009",3-475-2009-10-20,"0","0","0"
"3","360","377",28OCT2009:13:13:00.000,"21.6","32.3","6.9","17","3.1","3.1","28.5425","-96.28888889","0.167","0",NA,"0","9605",2009-10-28T13:13:00Z,"2009",3-377-2009-10-28,"0","0","0"
"3","360","371",02NOV2009:15:43:00.000,"21.8","20","11.7","11","4.4","4.4","28.541666667","-96.39166667","0.167","0",NA,"0","9605",2009-11-02T15:43:00Z,"2009",3-371-2009-11-02,"0","0","0"
"3","360","340",02NOV2009:15:21:00.000,"21.5","22","9.8","2","4.2","4.2","28.558055556","-96.39222222","0.167","0",NA,"0","9605",2009-11-02T15:21:00Z,"2009",3-340-2009-11-02,"0","0","0"
"3","360","342",02NOV2009:14:38:00.000,"21.1","20.6","11.3","3","4.2","4.2","28.558611111","-96.35833333","0.167","0",NA,"0","9605",2009-11-02T14:38:00Z,"2009",3-342-2009-11-02,"0","0","0"
"3","360","399",02NOV2009:14:13:00.000,"21.2","19.2","12.2","3","4.2","4.2","28.525","-96.34166667","0.167","0",NA,"0","9605",2009-11-02T14:13:00Z,"2009",3-399-2009-11-02,"0","0","0"
"3","360","400",02NOV2009:13:51:00.000,"21.6","19.1","12.7","3","4","4","28.524722222","-96.325","0.167","0",NA,"0","9605",2009-11-02T13:51:00Z,"2009",3-400-2009-11-02,"0","0","0"
"3","360","346",02NOV2009:13:27:00.000,"21.1","19.8","11.9","5","3.8","3.8","28.558333333","-96.29166667","0.167","0",NA,"0","9605",2009-11-02T13:27:00Z,"2009",3-346-2009-11-02,"0","0","0"
"3","360","370",03DEC2009:12:19:00.000,"14.3","18.3","9","26","3.7","3.7","28.541388889","-96.40861111","0.167","0",NA,"0","9605",2009-12-03T12:19:00Z,"2009",3-370-2009-12-03,"0","0","0"
"3","360","438",03DEC2009:09:08:00.000,"13.1","18","9.4","24","3.2","3.2","28.491666667","-96.44111111","0.167","0",NA,"0","9605",2009-12-03T09:08:00Z,"2009",3-438-2009-12-03,"0","0","0"
"3","360","446",03DEC2009:10:14:00.000,"13.8","20.1","9.2","103","3.6","3.6","28.491666667","-96.30805556","0.167","0",NA,"0","9605",2009-12-03T10:14:00Z,"2009",3-446-2009-12-03,"0","0","0"
"3","360","396",03DEC2009:11:53:00.000,"14.5","19.8","8.6","28","3.8","3.8","28.524722222","-96.39194444","0.167","0",NA,"0","9605",2009-12-03T11:53:00Z,"2009",3-396-2009-12-03,"0","0","0"
"3","360","443",03DEC2009:11:16:00.000,"14.5","19.8","8.6","46","3.8","3.8","28.491111111","-96.35916667","0.167","0",NA,"0","9605",2009-12-03T11:16:00Z,"2009",3-443-2009-12-03,"0","0","0"
"3","360","445",03DEC2009:10:53:00.000,"14","19.8","8.1","90","3.7","3.7","28.491944444","-96.32527778","0.167","0",NA,"0","9605",2009-12-03T10:53:00Z,"2009",3-445-2009-12-03,"0","0","0"
"3","360","445",05JAN2010:11:47:00.000,"9.8","17.7","9.7","19","3.8","3.8","28.490833333","-96.32611111","0.167","0",NA,"0","9605",2010-01-05T11:47:00Z,"2010",3-445-2010-01-05,"0","0","0"
"3","360","374",05JAN2010:11:12:00.000,"10.3","22.7","9.4","26","3.9","3.9","28.539722222","-96.34194444","0.167","0",NA,"0","9605",2010-01-05T11:12:00Z,"2010",3-374-2010-01-05,"0","0","0"
"3","360","462",05JAN2010:12:15:00.000,"10.2","17.5","9.9","14","4","4","28.475555556","-96.35861111","0.167","0",NA,"0","9605",2010-01-05T12:15:00Z,"2010",3-462-2010-01-05,"0","0","0"
"3","360","439",05JAN2010:13:12:00.000,"10.3","17.4","9.8","16","3.6","3.6","28.491944444","-96.42527778","0.167","0",NA,"0","9605",2010-01-05T13:12:00Z,"2010",3-439-2010-01-05,"0","0","0"
"3","360","418",05JAN2010:13:34:00.000,"10.6","22","9.7","19","3.9","3.9","28.508333333","-96.40805556","0.167","0",NA,"0","9605",2010-01-05T13:34:00Z,"2010",3-418-2010-01-05,"0","0","0"
"3","360","428",21JAN2010:11:22:00.000,"13.6","14","9.2","19","2.9","2.9","28.508055556","-96.24138889","0.167","1","143","5.9880239521","9605",2010-01-21T11:22:00Z,"2010",3-428-2010-01-21,"1","0","2.045090147573705"
"3","360","373",16FEB2010:10:55:00.000,"9.5","28.5","8.7","10","3.9","3.9","28.541111111","-96.35861111","0.167","0",NA,"0","9605",2010-02-16T10:55:00Z,"2010",3-373-2010-02-16,"0","0","0"
"3","360","391",16FEB2010:12:34:00.000,"9.8","17.3","9.1","14","3.2","3.2","28.524722222","-96.47472222","0.167","0",NA,"0","9605",2010-02-16T12:34:00Z,"2010",3-391-2010-02-16,"0","0","0"
"3","360","416",16FEB2010:13:00:00.000,"10.4","18.6","9.2","13","4.1","4.1","28.51","-96.44111111","0.167","0",NA,"0","9605",2010-02-16T13:00:00Z,"2010",3-416-2010-02-16,"0","0","0"
"3","360","418",16FEB2010:12:03:00.000,"9.7","25.3","9","17","3.7","3.7","28.507777778","-96.40805556","0.167","0",NA,"0","9605",2010-02-16T12:03:00Z,"2010",3-418-2010-02-16,"0","0","0"
"3","360","462",16FEB2010:11:32:00.000,"9.5","29.1","8","16","3.6","3.6","28.474722222","-96.35805556","0.167","0",NA,"0","9605",2010-02-16T11:32:00Z,"2010",3-462-2010-02-16,"0","0","0"
"3","360","348",02FEB2010:10:04:00.000,"11.3","27.4","8.2","8","2.9","2.9","28.558055556","-96.25805556","0.167","0",NA,"0","9605",2010-02-02T10:04:00Z,"2010",3-348-2010-02-02,"0","0","0"
"3","360","404",02FEB2010:10:32:00.000,"10.9","26.7","8.4","7","4.1","4.1","28.525277778","-96.26","0.167","0",NA,"0","9605",2010-02-02T10:32:00Z,"2010",3-404-2010-02-02,"0","0","0"
"3","360","393",11MAR2010:09:32:00.000,"17.7","18.8","9","2","3.1","3.1","28.525555556","-96.44361111","0.167","0",NA,"0","9605",2010-03-11T09:32:00Z,"2010",3-393-2010-03-11,"0","0","0"
"3","360","419",11MAR2010:10:02:00.000,"17.1","24.6","8.7","5","3.6","3.6","28.508055556","-96.38944444","0.167","0",NA,"0","9605",2010-03-11T10:02:00Z,"2010",3-419-2010-03-11,"0","0","0"
"3","360","444",11MAR2010:10:28:00.000,"15.7","26.2","7.2","24","3.5","3.5","28.491388889","-96.34111111","0.167","0",NA,"0","9605",2010-03-11T10:28:00Z,"2010",3-444-2010-03-11,"0","0","0"
"3","360","425",11MAR2010:10:56:00.000,"16.2","24.3","7.9","9","3.2","3.2","28.509444444","-96.29083333","0.167","0",NA,"0","9605",2010-03-11T10:56:00Z,"2010",3-425-2010-03-11,"0","0","0"
"3","360","371",09APR2010:11:38:00.000,"20.6","29","6","15","3.8","3.8","28.541944444","-96.39166667","0.167","0",NA,"0","9605",2010-04-09T11:38:00Z,"2010",3-371-2010-04-09,"0","0","0"
"3","360","422",09APR2010:12:20:00.000,"20.2","28","6.4","5","3.7","3.7","28.508611111","-96.34222222","0.167","0",NA,"0","9605",2010-04-09T12:20:00Z,"2010",3-422-2010-04-09,"0","0","0"
"3","360","337",20APR2010:12:13:00.000,"21.8","23.3","7.9","11","3.1","3.1","28.558055556","-96.44111111","0.167","0",NA,"0","9605",2010-04-20T12:13:00Z,"2010",3-337-2010-04-20,"0","0","0"
"3","360","370",20APR2010:13:07:00.000,"21.8","24","7.8","12","4.2","4.2","28.541111111","-96.40805556","0.167","0",NA,"0","9605",2010-04-20T13:07:00Z,"2010",3-370-2010-04-20,"0","0","0"
"3","360","343",03MAY2010:10:49:00.000,"24.8","27","8.3","6","4.1","4.1","28.558055556","-96.34166667","0.167","0",NA,"0","9605",2010-05-03T10:49:00Z,"2010",3-343-2010-05-03,"0","0","0"
"3","360","399",03MAY2010:11:41:00.000,"24.8","27","8.3","5","4.2","4.2","28.525","-96.34166667","0.167","0",NA,"0","9605",2010-05-03T11:41:00Z,"2010",3-399-2010-05-03,"0","0","0"
"3","360","462",03MAY2010:12:36:00.000,"24.4","29","8.6","7","4.2","4.2","28.475277778","-96.35833333","0.167","0",NA,"0","9605",2010-05-03T12:36:00Z,"2010",3-462-2010-05-03,"0","0","0"
"3","360","367",03MAY2010:13:39:00.000,"25.1","27","8.7","6","3.8","3.8","28.541944444","-96.45833333","0.167","0",NA,"0","9605",2010-05-03T13:39:00Z,"2010",3-367-2010-05-03,"0","0","0"
"3","360","414",03MAY2010:17:50:00.000,"27.7","28","10.1","8","1.2","1.2","28.508055556","-96.47472222","0.167","0",NA,"0","9605",2010-05-03T17:50:00Z,"2010",3-414-2010-05-03,"0","0","0"
"3","360","374",03MAY2010:11:15:00.000,"24.7","26","7.9","7","4.2","4.2","28.541388889","-96.34138889","0.167","0",NA,"0","9605",2010-05-03T11:15:00Z,"2010",3-374-2010-05-03,"0","0","0"
"3","360","398",03MAY2010:12:03:00.000,"24.6","26","8.3","6","4.3","4.3","28.525","-96.35861111","0.167","0",NA,"0","9605",2010-05-03T12:03:00Z,"2010",3-398-2010-05-03,"0","0","0"
"3","360","339",03MAY2010:13:09:00.000,"24.9","29","8.3","5","4.2","4.2","28.558055556","-96.40805556","0.167","0",NA,"0","9605",2010-05-03T13:09:00Z,"2010",3-339-2010-05-03,"0","0","0"
"3","360","425",26MAY2010:15:53:00.000,"28.1","24.3","7.2","57","4","4","28.507777778","-96.2925","0.167","0",NA,"0","9605",2010-05-26T15:53:00Z,"2010",3-425-2010-05-26,"0","0","0"
"3","360","340",01JUN2010:17:56:00.000,"29.8","27","6.3","8","4.4","4.4","28.558333333","-96.39166667","0.167","0",NA,"0","9605",2010-06-01T17:56:00Z,"2010",3-340-2010-06-01,"0","0","0"
"3","360","374",01JUN2010:17:21:00.000,"29.6","27","6.2","2","4.3","4.3","28.541666667","-96.34166667","0.167","0",NA,"0","9605",2010-06-01T17:21:00Z,"2010",3-374-2010-06-01,"0","0","0"
"3","360","399",01JUN2010:16:44:00.000,"29.5","30","6.2","5","4.3","4.3","28.525","-96.34166667","0.167","0",NA,"0","9605",2010-06-01T16:44:00Z,"2010",3-399-2010-06-01,"0","0","0"
"3","360","421",01JUN2010:16:00:00.000,"29.4","29","6.3","3","4.2","4.2","28.508333333","-96.35833333","0.167","0",NA,"0","9605",2010-06-01T16:00:00Z,"2010",3-421-2010-06-01,"0","0","0"
"3","360","390",03JUN2010:11:08:00.000,"28.4","27","5","17","2.8","2.8","28.525","-96.49166667","0.167","0",NA,"0","9605",2010-06-03T11:08:00Z,"2010",3-390-2010-06-03,"0","0","0"
"3","360","368",03JUN2010:13:51:00.000,"29.2","24","6","15","3.9","3.9","28.541944444","-96.44111111","0.167","0",NA,"0","9605",2010-06-03T13:51:00Z,"2010",3-368-2010-06-03,"0","0","0"
"3","360","415",03JUN2010:12:01:00.000,"28.5","25","6","16","3.4","3.4","28.508333333","-96.45777778","0.167","0",NA,"0","9605",2010-06-03T12:01:00Z,"2010",3-415-2010-06-03,"0","0","0"
"3","360","418",03JUN2010:12:59:00.000,"29","26","6","8","4.1","4.1","28.508055556","-96.40777778","0.167","0",NA,"0","9605",2010-06-03T12:59:00Z,"2010",3-418-2010-06-03,"0","0","0"
"3","360","344",17JUN2010:10:49:00.000,"29.8","30","6.1","20","4.2","4.2","28.558055556","-96.325","0.167","0",NA,"0","9605",2010-06-17T10:49:00Z,"2010",3-344-2010-06-17,"0","0","0"
"3","360","401",21JUN2010:13:04:00.000,"31.3","37","6.5","5","4","4","28.525","-96.30861111","0.167","0",NA,"0","9605",2010-06-21T13:04:00Z,"2010",3-401-2010-06-21,"0","0","0"
"3","360","464",21JUN2010:13:44:00.000,"31.2","33","6.8","6","4","4","28.475277778","-96.32527778","0.167","0",NA,"0","9605",2010-06-21T13:44:00Z,"2010",3-464-2010-06-21,"0","0","0"
"3","360","423",06JUL2010:11:48:00.000,"30.3","26","8","7","4.4","4.4","28.508055556","-96.32444444","0.167","0",NA,"0","9605",2010-07-06T11:48:00Z,"2010",3-423-2010-07-06,"0","0","0"
"3","360","421",06JUL2010:11:24:00.000,"29.8","25","7.3","5","4.6","4.6","28.508611111","-96.35805556","0.167","0",NA,"0","9605",2010-07-06T11:24:00Z,"2010",3-421-2010-07-06,"0","0","0"
"3","360","402",06JUL2010:12:14:00.000,"30.3","29","6.6","6","4.2","4.2","28.525","-96.29083333","0.167","1","116","5.9880239521","9605",2010-07-06T12:14:00Z,"2010",3-402-2010-07-06,"1","0","2.045090147573705"
"3","360","349",06JUL2010:12:56:00.000,"31.4","17","9","9","3.1","3.1","28.558333333","-96.24138889","0.167","0",NA,"0","9605",2010-07-06T12:56:00Z,"2010",3-349-2010-07-06,"0","0","0"
"3","360","416",02AUG2010:13:48:00.000,"30.7","21.6","6.4","7","3.9","3.9","28.5075","-96.4425","0.167","0",NA,"0","9605",2010-08-02T13:48:00Z,"2010",3-416-2010-08-02,"0","0","0"
"3","360","439",02AUG2010:13:13:00.000,"30.1","19.1","6.5","4","3.8","3.8","28.491111111","-96.42527778","0.167","0",NA,"0","9605",2010-08-02T13:13:00Z,"2010",3-439-2010-08-02,"0","0","0"
